character_id,character_name,name_cn,world_group,character_type,equipment_1a_id,equipment_1a_name,equipment_1a_ratio,equipment_2a_id,equipment_2a_name,equipment_2a_ratio,equipment_1b_id,equipment_1b_name,equipment_1b_ratio,equipment_2b_id,equipment_2b_name,equipment_2b_ratio,equipment_5_id,equipment_5_name,equipment_5_ratio
1033,サニーミルク,桑妮·米尔克,L1,攻击,380,凝眼怜花花亦友,1.102380952380952,380,凝眼怜花花亦友,1.1023809523809525,380,凝眼怜花花亦友,1.102380952380952,380,凝眼怜花花亦友,1.1023809523809525,603,花园的最高裁判长,2.0754824184982796
1034,ルナチャイルド,露娜·切尔德,L1,技巧,390,异变神社,1.0752941176470587,390,异变神社,1.075294117647059,390,异变神社,1.0752941176470587,390,异变神社,1.075294117647059,383,狂气的赤瞳,2.113020288235927
1035,スターサファイア,斯塔·萨菲雅,L1,干扰,380,凝眼怜花花亦友,1.1023809523809525,390,异变神社,1.1306122448979594,380,凝眼怜花花亦友,1.1023809523809525,390,异变神社,1.1306122448979594,296,月战型午餐时间,2.0716905670440138
1036,メディスン・メランコリー,梅蒂欣·梅兰可莉,L1,技巧,390,异变神社,1.1084745762711867,390,异变神社,1.1084745762711865,390,异变神社,1.1084745762711867,390,异变神社,1.1084745762711865,380,凝眼怜花花亦友,1.9113354469354076
1037,東風谷早苗,东风谷早苗,L1,回复,380,凝眼怜花花亦友,1.0992307692307697,390,异变神社,1.121904761904762,380,凝眼怜花花亦友,1.0992307692307697,390,异变神社,1.121904761904762,623,世界第一,1.9338171975244287
1038,八坂神奈子,八坂神奈子,L1,防御,380,凝眼怜花花亦友,1.1075000000000004,380,凝眼怜花花亦友,1.1075000000000004,380,凝眼怜花花亦友,1.1075000000000004,380,凝眼怜花花亦友,1.1075000000000004,469,失落之山,1.995326880514356
1039,洩矢諏訪子,泄矢诹访子,L1,攻击,390,异变神社,1.0914285714285714,390,异变神社,1.0914285714285714,390,异变神社,1.0914285714285714,390,异变神社,1.0914285714285714,619,慈爱黑寡妇(Maternal onyx widow),1.9345266507557677
1040,河城にとり,河城荷取,L1,干扰,380,凝眼怜花花亦友,1.134375,390,异变神社,1.114285714285714,380,凝眼怜花花亦友,1.134375,390,异变神社,1.114285714285714,373,流星的魔法使,1.590326810351818
1042,因幡てゐ,因幡帝,L1,干扰,380,凝眼怜花花亦友,1.1066115702479342,380,凝眼怜花花亦友,1.1066115702479336,380,凝眼怜花花亦友,1.1066115702479342,380,凝眼怜花花亦友,1.1066115702479336,603,花园的最高裁判长,2.047532103905948
1043,宇佐見菫子,宇佐见堇子,L1,技巧,664,想いを手紙に託して,1.103783783783784,664,想いを手紙に託して,1.096969696969697,664,想いを手紙に託して,1.103783783783784,664,想いを手紙に託して,1.096969696969697,296,月战型午餐时间,2.0708276520161424
1044,射命丸文,射命丸文,L1,速攻,454,南国冥界海鲜美食家,1.094491742742845,454,南国冥界海鲜美食家,1.0911051212938006,454,南国冥界海鲜美食家,1.094491742742845,454,南国冥界海鲜美食家,1.0911051212938006,623,世界第一,2.05743937262405
1045,姫海棠はたて,姬海棠果,L1,速攻,390,异变神社,1.106666666666667,390,异变神社,1.1066666666666665,390,异变神社,1.106666666666667,390,异变神社,1.1066666666666665,555,アナザー剛欲同盟,2.066967787845946
1046,犬走椛,犬走椛,L1,防御,390,异变神社,1.1254901960784316,380,凝眼怜花花亦友,1.1277227722772276,390,异变神社,1.1254901960784316,380,凝眼怜花花亦友,1.1277227722772276,476,钓而不纲,2.2132205764611683
1047,坂田ネムノ,坂田合欢,L1,攻击,390,异变神社,1.0853333333333335,390,异变神社,1.085333333333333,390,异变神社,1.0853333333333335,390,异变神社,1.085333333333333,622,追忆之爱,2.046413155136212
1048,伊吹萃香,伊吹萃香,L1,技巧,390,异变神社,1.0842105263157895,390,异变神社,1.084210526315789,390,异变神社,1.0842105263157895,390,异变神社,1.084210526315789,312,黄泉有闲人,2.095014914446756
1049,星熊勇儀,星熊勇仪,L1,破坏,390,异变神社,1.0799999999999998,390,异变神社,1.0800000000000003,390,异变神社,1.0799999999999998,390,异变神社,1.0800000000000003,390,异变神社,1.9044279334818082
1050,古明地さとり,古明地觉,L1,干扰,380,凝眼怜花花亦友,1.0928057553956831,380,凝眼怜花花亦友,1.0928057553956831,380,凝眼怜花花亦友,1.0928057553956831,380,凝眼怜花花亦友,1.0928057553956831,492,举头思月,2.053403184140892
1051,古明地こいし,古明地恋,L1,破坏,390,异变神社,1.0920863309352515,390,异变神社,1.0920863309352515,390,异变神社,1.0920863309352515,390,异变神社,1.0920863309352515,623,世界第一,1.9872214593460258
1052,火焔猫燐,火焰猫燐,L1,干扰,390,异变神社,1.1066666666666665,390,异变神社,1.1066666666666674,390,异变神社,1.1066666666666665,390,异变神社,1.1066666666666674,532,ダイブ·トゥ·ツリー,2.082863536541184
1053,霊烏路空,灵乌路空,L1,速攻,664,想いを手紙に託して,1.0863122318991294,454,南国冥界海鲜美食家,1.080850006213496,664,想いを手紙に託して,1.0863122318991294,454,南国冥界海鲜美食家,1.080850006213496,575,地底大家庭,1.7863122435968055
1054,小野塚小町,小野冢小町,L1,技巧,390,异变神社,1.0876712328767115,390,异变神社,1.0876712328767124,390,异变神社,1.0876712328767115,390,异变神社,1.0876712328767124,505,魔賢者,1.7619352639640187
1055,四季映姫・ヤマザナドゥ,四季映姬·夜摩仙那度,L1,攻击,662,纵情起舞吧！,1.0962264150943393,390,异变神社,1.0914285714285712,662,纵情起舞吧！,1.0962264150943393,390,异变神社,1.0914285714285712,425,星の人形たち,2.073751069282668
1056,ヘカーティア・ラピスラズリ,赫卡提亚·拉碧斯拉祖利,L1,破坏,390,异变神社,1.0731428571428572,390,异变神社,1.0731428571428572,390,异变神社,1.0731428571428572,390,异变神社,1.0731428571428572,622,追忆之爱,2.0835691107419545
1057,純狐,纯狐,L1,破坏,380,凝眼怜花花亦友,1.0796296296296293,380,凝眼怜花花亦友,1.0796296296296297,380,凝眼怜花花亦友,1.0796296296296293,380,凝眼怜花花亦友,1.0796296296296297,494,悲伤的出口,1.8859384706510407
1058,クラウンピース,克劳恩皮丝,L1,破坏,390,异变神社,1.0882758620689648,380,凝眼怜花花亦友,1.1535714285714285,390,异变神社,1.0882758620689648,380,凝眼怜花花亦友,1.1535714285714285,10904061,结界异常,1.9502929406182479
1059,秋静葉,秋静叶,L1,支援,390,异变神社,1.0984615384615386,390,异变神社,1.0984615384615386,390,异变神社,1.0984615384615386,390,异变神社,1.0984615384615386,380,凝眼怜花花亦友,1.7256750956785343
1060,秋穣子,秋穣子,L1,回复,390,异变神社,1.1024000000000003,390,异变神社,1.1023999999999998,390,异变神社,1.1024000000000003,390,异变神社,1.1023999999999998,623,世界第一,2.0134265239368156
1061,鍵山雛,键山雏,L1,干扰,380,凝眼怜花花亦友,1.0992307692307688,390,异变神社,1.1066666666666665,380,凝眼怜花花亦友,1.0992307692307688,390,异变神社,1.1066666666666665,383,狂气的赤瞳,1.6562500000000002
1062,ルナサ・プリズムリバー,露娜萨·普莉兹姆利巴,L1,回复,390,异变神社,1.0882758620689659,390,异变神社,1.0882758620689652,390,异变神社,1.0882758620689659,390,异变神社,1.0882758620689652,638,海彦的呼声,2.0748344509136842
1063,メルラン・プリズムリバー,梅露兰·普莉兹姆利巴,L1,干扰,662,纵情起舞吧！,1.0957746478873238,664,想いを手紙に託して,1.0846187747906568,662,纵情起舞吧！,1.0957746478873238,664,想いを手紙に託して,1.0846187747906568,623,世界第一,2.1815068064278242
1064,リリカ・プリズムリバー,莉莉卡·普莉兹姆利巴,L1,支援,380,凝眼怜花花亦友,1.105306122448979,390,异变神社,1.1044897959183675,380,凝眼怜花花亦友,1.105306122448979,390,异变神社,1.1044897959183675,623,世界第一,2.1118551135719184
1065,依神女苑,依神女苑,L1,攻击,380,凝眼怜花花亦友,1.081904761904762,338,狂暴·点餐,1.0,380,凝眼怜花花亦友,1.081904761904762,338,狂暴·点餐,1.0,10901014,和报告内容一致,1.7272844027575232
1066,依神紫苑,依神紫苑,L1,干扰,390,异变神社,1.0812698412698414,390,异变神社,1.0812698412698412,390,异变神社,1.0812698412698414,390,异变神社,1.0812698412698412,622,追忆之爱,1.5656589548769646
1067,九十九弁々,九十九弁弁,L1,速攻,390,异变神社,1.0882758620689659,390,异变神社,1.0882758620689656,390,异变神社,1.0882758620689659,390,异变神社,1.0882758620689656,622,追忆之爱,2.144904039118606
1068,九十九八橋,九十九八桥,L1,技巧,380,凝眼怜花花亦友,1.0889655172413795,380,凝眼怜花花亦友,1.0889655172413795,380,凝眼怜花花亦友,1.0889655172413795,380,凝眼怜花花亦友,1.0889655172413795,623,世界第一,2.1976141108696
1069,摩多羅隠岐奈,摩多罗隐岐奈,L1,破坏,380,凝眼怜花花亦友,1.081645569620253,380,凝眼怜花花亦友,1.0816455696202536,380,凝眼怜花花亦友,1.081645569620253,380,凝眼怜花花亦友,1.0816455696202536,390,异变神社,1.936546112055111
1070,爾子田里乃,尔子田里乃,L1,支援,390,异变神社,1.0882758620689652,390,异变神社,1.0882758620689648,390,异变神社,1.0882758620689652,390,异变神社,1.0882758620689648,364,I'm Alright!,1.8851371468818197
1071,丁礼田舞,丁礼田舞,L1,支援,458,古明地观光无尽之旅,1.0736051868281864,380,凝眼怜花花亦友,1.08896551724138,458,古明地观光无尽之旅,1.0736051868281864,380,凝眼怜花花亦友,1.08896551724138,371,砂糖点心和妹妹,2.047304071384088
1072,上白沢慧音,上白泽慧音,L1,防御,380,凝眼怜花花亦友,1.1075000000000002,380,凝眼怜花花亦友,1.1075,380,凝眼怜花花亦友,1.1075000000000002,380,凝眼怜花花亦友,1.1075,603,花园的最高裁判长,2.084389206345621
1073,ルーミア,露米娅,L1,干扰,390,异变神社,1.0955223880597016,390,异变神社,1.0955223880597016,390,异变神社,1.0955223880597016,390,异变神社,1.0955223880597016,486,光谱学,1.7721105861663893
1074,寅丸星,寅丸星,L1,攻击,380,凝眼怜花花亦友,1.0860000000000003,380,凝眼怜花花亦友,1.0860000000000003,380,凝眼怜花花亦友,1.0860000000000003,380,凝眼怜花花亦友,1.0860000000000003,486,光谱学,1.5034465713693816
1075,村紗水蜜,村纱水蜜,L1,速攻,380,凝眼怜花花亦友,1.0969924812030076,380,凝眼怜花花亦友,1.0969924812030079,380,凝眼怜花花亦友,1.0969924812030076,380,凝眼怜花花亦友,1.0969924812030079,510,安闲惬意的神秘竹林,2.4843971536276235
1076,多々良小傘,多多良小伞,L1,技巧,663,○か×かそんなの嫌（やー）よ,1.0981996726677579,660,轮回往复 伦理渐佚,1.0939764327014567,663,○か×かそんなの嫌（やー）よ,1.0981996726677579,660,轮回往复 伦理渐佚,1.0939764327014567,638,海彦的呼声,1.8375465520910954
1077,わかさぎ姫,若鹭姬,L1,支援,664,想いを手紙に託して,1.0712935457736972,664,想いを手紙に託して,1.0792692367239511,664,想いを手紙に託して,1.0712935457736972,664,想いを手紙に託して,1.0792692367239511,267,新发明·厄之清洁器,1.0
1078,今泉影狼,今泉影狼,L1,速攻,664,想いを手紙に託して,1.0859065033638085,664,想いを手紙に託して,1.0872721239396899,664,想いを手紙に託して,1.0859065033638085,664,想いを手紙に託して,1.0872721239396899,476,钓而不纲,1.7155132211751913
1079,赤蛮奇,赤蛮奇,L1,技巧,664,想いを手紙に託して,1.0906921241050123,662,纵情起舞吧！,1.095252225519288,664,想いを手紙に託して,1.0906921241050123,662,纵情起舞吧！,1.095252225519288,446,辛红北极星,1.8370172168574965
1080,ドレミー・スイート,哆来咪·苏伊特,L1,技巧,390,异变神社,1.0962406015037596,390,异变神社,1.0962406015037593,390,异变神社,1.0962406015037596,390,异变神社,1.0962406015037593,462,模拟二童子,2.030256614556145
1081,稀神サグメ,稀神探女,L1,干扰,380,凝眼怜花花亦友,1.0969924812030076,390,异变神社,1.1122807017543859,380,凝眼怜花花亦友,1.0969924812030076,390,异变神社,1.1122807017543859,491,Be the change,2.0888853049784233
1082,二ッ岩マミゾウ,二岩猯藏,L1,防御,390,异变神社,1.0914285714285707,660,轮回往复 伦理渐佚,1.0848346636259976,390,异变神社,1.0914285714285707,660,轮回往复 伦理渐佚,1.0848346636259976,622,追忆之爱,1.7770940030118554
1083,高麗野あうん,高丽野阿吽,L1,支援,380,凝眼怜花花亦友,1.09020979020979,380,凝眼怜花花亦友,1.0902097902097903,380,凝眼怜花花亦友,1.09020979020979,380,凝眼怜花花亦友,1.0902097902097903,425,星の人形たち,1.660040232329123
1084,風見幽香,风见幽香,L1,攻击,380,凝眼怜花花亦友,1.089583333333333,380,凝眼怜花花亦友,1.0895833333333336,380,凝眼怜花花亦友,1.089583333333333,380,凝眼怜花花亦友,1.0895833333333336,368,与你重逢的奇迹之日,2.1591740885282023
1085,霍青娥,霍青娥,L1,速攻,390,异变神社,1.105785123966942,390,异变神社,1.1057851239669423,390,异变神社,1.105785123966942,390,异变神社,1.1057851239669423,10903008,狩猎者与猎物,2.3300082512185627
1086,宮古芳香,宫古芳香,L1,防御,390,异变神社,1.1306122448979594,390,异变神社,1.1306122448979592,390,异变神社,1.1306122448979594,390,异变神社,1.1306122448979592,505,魔賢者,2.1633476663199214
1087,秦こころ,秦心,L1,回复,390,异变神社,1.0911032028469754,390,异变神社,1.0911032028469752,390,异变神社,1.0911032028469754,390,异变神社,1.0911032028469752,485,メイド長代行の門番小娘,1.6801582890332092
1088,レティ・ホワイトロック,蕾迪·霍瓦特洛克,L1,技巧,390,异变神社,1.0917562724014336,390,异变神社,1.0917562724014338,390,异变神社,1.0917562724014336,390,异变神社,1.0917562724014338,510,安闲惬意的神秘竹林,2.3124731071043922
1089,比那名居天子,比那名居天子,L1,技巧,662,纵情起舞吧！,1.0873949579831932,380,凝眼怜花花亦友,1.0837662337662335,662,纵情起舞吧！,1.0873949579831932,380,凝眼怜花花亦友,1.0837662337662335,493,失落的祟神,2.200272582304486
1090,永江衣玖,永江衣玖,L1,速攻,664,想いを手紙に託して,1.1022554524865822,664,想いを手紙に託して,1.1010326909162664,664,想いを手紙に託して,1.1022554524865822,664,想いを手紙に託して,1.1010326909162664,637,海雀的歌声,2.351224959506165
1091,豊聡耳神子,丰聪耳神子,L1,攻击,380,凝眼怜花花亦友,1.0793846153846156,380,凝眼怜花花亦友,1.0793846153846156,380,凝眼怜花花亦友,1.0793846153846156,380,凝眼怜花花亦友,1.0793846153846156,312,黄泉有闲人,1.9938239282794161
1092,物部布都,物部布都,L1,速攻,664,想いを手紙に託して,1.0775677557440877,664,想いを手紙に託して,1.0826092889960421,664,想いを手紙に託して,1.0775677557440877,664,想いを手紙に託して,1.0826092889960421,575,地底大家庭,2.232985723885069
1093,蘇我屠自古,苏我屠自古,L1,破坏,390,异变神社,1.0920863309352509,390,异变神社,1.0920863309352515,390,异变神社,1.0920863309352509,390,异变神社,1.0920863309352515,503,繁星璀璨之夜的魔术师,2.049162250993285
1094,鬼人正邪,鬼人正邪,L1,技巧,380,凝眼怜花花亦友,1.096268656716418,458,古明地观光无尽之旅,1.0916666666666668,380,凝眼怜花花亦友,1.096268656716418,458,古明地观光无尽之旅,1.0916666666666668,357,暖热的指尖,1.8937197093526144
1095,少名針妙丸,少名针妙丸,L1,攻击,380,凝眼怜花花亦友,1.0776640577965086,458,古明地观光无尽之旅,1.0743045787282905,380,凝眼怜花花亦友,1.0776640577965086,458,古明地观光无尽之旅,1.0743045787282905,390,异变神社,2.2779369331104937
1096,幽谷響子,幽谷响子,L1,干扰,380,凝眼怜花花亦友,1.0959107806691448,380,凝眼怜花花亦友,1.095910780669145,380,凝眼怜花花亦友,1.0959107806691448,380,凝眼怜花花亦友,1.095910780669145,636,爱丽丝的维护工作,2.1298872315763977
1097,ミスティア・ローレライ,米斯蒂娅·萝蕾拉,L1,干扰,390,异变神社,1.0951672862453534,390,异变神社,1.095167286245353,390,异变神社,1.0951672862453534,390,异变神社,1.095167286245353,383,狂气的赤瞳,2.200333811857976
1098,リグル・ナイトバグ,莉格露·奈特巴格,L1,干扰,663,○か×かそんなの嫌（やー）よ,1.0891223621048822,663,○か×かそんなの嫌（やー）よ,1.089663760896637,663,○か×かそんなの嫌（やー）よ,1.0891223621048822,663,○か×かそんなの嫌（やー）よ,1.089663760896637,625,欠損Ride on,2.146966179848764
1099,水橋パルスィ,水桥帕露西,L1,攻击,390,异变神社,1.0856187290969896,390,异变神社,1.0856187290969894,390,异变神社,1.0856187290969896,390,异变神社,1.0856187290969894,490,PHANTOM PAIN,2.214548494983276
1100,黒谷ヤマメ,黑谷山女,L1,速攻,663,○か×かそんなの嫌（やー）よ,1.0942121599415735,663,○か×かそんなの嫌（やー）よ,1.0945483018498583,663,○か×かそんなの嫌（やー）よ,1.0942121599415735,663,○か×かそんなの嫌（やー）よ,1.0945483018498583,490,PHANTOM PAIN,1.5967246543715015
1101,キスメ,琪斯美,L1,破坏,663,○か×かそんなの嫌（やー）よ,1.0871900173748226,663,○か×かそんなの嫌（やー）よ,1.0871900173748228,663,○か×かそんなの嫌（やー）よ,1.0871900173748226,663,○か×かそんなの嫌（やー）よ,1.0871900173748228,622,追忆之爱,2.396004662812138
1102,ナズーリン,纳兹琳,L1,支援,664,想いを手紙に託して,1.0735198821796765,454,南国冥界海鲜美食家,1.074988905956648,664,想いを手紙に託して,1.0735198821796765,454,南国冥界海鲜美食家,1.074988905956648,431,诚如天人所言,1.7082817117193396
1103,雲居一輪,云居一轮,L1,破坏,380,凝眼怜花花亦友,1.0777108433734939,458,古明地观光无尽之旅,1.0702412044860956,380,凝眼怜花花亦友,1.0777108433734939,458,古明地观光无尽之旅,1.0702412044860956,509,第二漂亮的石头,2.0595075376576477
1104,封獣ぬえ,封兽鵺,L1,攻击,390,异变神社,1.072031513787282,663,○か×かそんなの嫌（やー）よ,1.0692940666955393,390,异变神社,1.072031513787282,663,○か×かそんなの嫌（やー）よ,1.0692940666955393,485,メイド長代行の門番小娘,1.9801577774932546
1105,堀川雷鼓,堀川雷鼓,L1,速攻,664,想いを手紙に託して,1.084477296726504,664,想いを手紙に託して,1.086141575274177,664,想いを手紙に託して,1.084477296726504,664,想いを手紙に託して,1.086141575274177,371,砂糖点心和妹妹,1.9810374682412255
1106,矢田寺成美,矢田寺成美,L1,破坏,662,纵情起舞吧！,1.0741104421302872,458,古明地观光无尽之旅,1.0721949168134146,662,纵情起舞吧！,1.0741104421302872,458,古明地观光无尽之旅,1.0721949168134146,489,时间界限,1.6012440560993713
1107,エタニティラルバ,爱塔妮缇拉尔瓦,L1,支援,390,异变神社,1.0853333333333335,663,○か×かそんなの嫌（やー）よ,1.0867469879518072,390,异变神社,1.0853333333333335,663,○か×かそんなの嫌（やー）よ,1.0867469879518072,552,海滩管理者,2.055643627851851
1108,埴安神袿姫,埴安神袿姬,L1,技巧,380,凝眼怜花花亦友,1.0859999999999999,380,凝眼怜花花亦友,1.0859999999999996,380,凝眼怜花花亦友,1.0859999999999999,380,凝眼怜花花亦友,1.0859999999999996,493,失落的祟神,2.3667403684686037
1109,杖刀偶磨弓,杖刀偶磨弓,L1,攻击,662,纵情起舞吧！,1.0875756496974012,380,凝眼怜花花亦友,1.0889655172413797,662,纵情起舞吧！,1.0875756496974012,380,凝眼怜花花亦友,1.0889655172413797,312,黄泉有闲人,1.6768677340209255
1110,驪駒早鬼,骊驹早鬼,L1,速攻,663,○か×かそんなの嫌（やー）よ,1.0814220982920875,663,○か×かそんなの嫌（やー）よ,1.0818045112781955,663,○か×かそんなの嫌（やー）よ,1.0814220982920875,663,○か×かそんなの嫌（やー）よ,1.0818045112781955,425,星の人形たち,1.5999999999999994
1111,吉弔八千慧,吉吊八千慧,L1,技巧,660,轮回往复 伦理渐佚,1.097047086991221,663,○か×かそんなの嫌（やー）よ,1.0765832106038293,660,轮回往复 伦理渐佚,1.097047086991221,663,○か×かそんなの嫌（やー）よ,1.0765832106038293,555,アナザー剛欲同盟,2.3375193625505086
1112,庭渡久侘歌,庭渡久侘歌,L1,回复,380,凝眼怜花花亦友,1.0883561643835622,454,南国冥界海鲜美食家,1.0799999999999998,380,凝眼怜花花亦友,1.0883561643835622,454,南国冥界海鲜美食家,1.0799999999999998,10903001,狩猎者与猎物,1.6394351445559632
