sheet,character_id,name,yang_atk,yang_def,yin_atk,yin_def,speed,barrier_count,weak_text,resist_text,skill_rate,skill_text,skill_effects,boost_text,boost_effects
周擂台1,1084,风见幽香(1084),9240,10290,7140,20328,3885,4,日火金,月水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1085,霍青娥(1085),9240,4998,7140,9240,5565,7,月土星,日金,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,1086,宫古芳香(1086),9240,4998,7140,9240,5565,7,日水土,月金,100.0,敌方全体会心攻击下降5等级 (1回合),"[[2, 8, 4, 1, 5, 100]]",无,[]
周擂台1,1087,秦心(1087),9240,10290,7140,20328,5565,4,日水木,月火,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台1,1088,蕾蒂·霍瓦特洛克(1088),9240,4998,7140,9240,5565,7,月水土,金星,100.0,己方全体受到来自水属性的伤害下降50% (1回合),"[[13, 4, 2, 1, 50, 100]]",无,[]
周擂台1,1089,比那名居天子(1089),9240,4998,7140,9240,3885,7,火木土,日金,100.0,对敌方全体附加2枚结界异常「感电」 (1回合),"[[6, 3, 4, 1, 2, 100]]",无,[]
周擂台1,1091,丰聪耳神子(1091),9240,4998,7140,9240,3885,7,月水土,金星,100.0,己方全体受到来自木属性的伤害下降50% (1回合),"[[13, 5, 2, 1, 50, 100]]",自身命中上升2等级 (1回合),"[[1, 6, 1, 1, 2]]"
周擂台1,2002,雾雨魔理沙(2002),9240,4998,7140,9240,5565,7,火木土,月星,30.0,己方全体体力回复15%,[],无,[]
周擂台1,2010,西行寺幽幽子(2010),9240,10290,7140,20328,5565,4,月金土,火水,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,2011,魂魄妖梦(2011),9240,4998,7140,9240,5040,7,日土星,火木,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台1,1052,火焰猫燐(1052),9240,4998,7140,9240,5040,7,月木金,水星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,1053,灵乌路空(1053),9240,10290,7140,20328,5565,4,水金星,日木,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1055,四季映姬·夜摩仙那度(1055),9240,4998,7140,9240,5565,7,月木土,水金,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台1,1070,尔子田里乃(1070),9240,10290,7140,20328,5565,4,日金星,火水,100.0,己方全体受到来自镭射弹的伤害下降65% (1回合),"[[12, 2, 2, 1, 65, 100]]",无,[]
周擂台1,1071,丁礼田舞(1071),9240,4998,7140,9240,5040,7,火水木,金星,50.0,己方全体阴防上升5等级 (1回合),"[[1, 4, 2, 1, 5, 50]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台1,1077,若鹭姬(1077),9240,4998,7140,9240,5040,7,月土星,日木,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,1078,今泉影狼(1078),9240,10290,7140,20328,5565,4,日火水,金土,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,1079,赤蛮奇(1079),9240,4998,7140,9240,5565,7,木金土,水星,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台1,1090,永江衣玖(1090),9240,10290,7140,20328,5565,4,日月星,木金,100.0,己方全体受到来自斩击弹的伤害下降65% (1回合),"[[12, 4, 2, 1, 65, 100]]",无,[]
周擂台1,1092,物部布都(1092),9240,4998,7140,9240,5040,7,火木土,月星,50.0,己方全体阴攻上升5等级 (1回合),"[[1, 3, 2, 1, 5, 50]]",无,[]
周擂台1,1093,苏我屠自古(1093),9240,4998,7140,9240,5040,7,水金星,日火,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,1094,鬼人正邪(1094),9240,10290,7140,20328,5565,4,月火木,水土,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1095,少名针妙丸(1095),9240,4998,7140,9240,5565,7,水金土,月木,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,1096,幽谷响子(1096),9240,10290,7140,20328,5565,4,日月星,火土,100.0,己方全体受到来自流体弹的伤害下降65% (1回合),"[[12, 6, 2, 1, 65, 100]]",无,[]
周擂台1,1097,米斯蒂娅·萝蕾拉(1097),9240,4998,7140,9240,5040,7,水木土,日金,50.0,己方全体会心命中上升5等级 (1回合),"[[1, 6, 2, 1, 5, 50], [1, 9, 2, 1, 5, 50]]",无,[]
周擂台1,1098,莉格露·奈特巴格(1098),9240,4998,7140,9240,5040,7,火金星,月水,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,1099,水桥帕露西(1099),9240,10290,7140,20328,5565,4,日月水,火木,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,1100,黑谷山女(1100),9240,4998,7140,9240,5565,7,木金星,水土,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台1,1101,琪斯美(1101),9240,10290,7140,20328,5565,4,月火土,日金,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,1102,娜兹玲(1102),9240,4998,7140,9240,5040,7,日水木,月星,30.0,己方全体结界回复2枚,"[[4, 0, 2, 1, 2, 30]]",己方全体阳防上升2等级 (1回合),"[[1, 2, 2, 1, 2]]"
周擂台1,1103,云居一轮(1103),9240,4998,7140,9240,5040,7,火金土,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,1104,封兽鵺(1104),9240,10290,7140,20328,5565,4,日月星,火水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1105,堀川雷鼓(1105),9240,4998,7140,9240,5565,7,火木金,日土,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台1,1106,矢田寺成美(1106),9240,10290,7140,20328,5565,4,月水土,金星,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,1107,爱塔妮缇拉尔瓦(1107),9240,4998,7140,9240,5040,7,日土星,月水,50.0,己方全体结界异常回复2枚,[],己方全体阴攻上升2等级 (1回合),"[[1, 3, 2, 1, 2]]"
周擂台1,1108,埴安神袿姬(1108),9240,4998,7140,9240,5040,7,火木金,日土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,1109,杖刀偶磨弓(1109),9240,10290,7140,20328,5565,4,日水星,火金,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,1110,骊驹早鬼(1110),9240,4998,7140,9240,5565,7,月水木,日星,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
周擂台1,1111,吉吊八千慧(1111),9240,10290,7140,20328,5565,4,金土星,火木,100.0,己方全体受到来自通常弹的伤害下降65% (1回合),"[[12, 1, 2, 1, 65, 100]]",无,[]
周擂台1,1112,庭渡久侘歌(1112),9240,4998,7140,9240,5040,7,日月火,水土,50.0,敌方全体阴防下降5等级 (1回合),"[[2, 4, 4, 1, 5, 50]]",无,[]
周擂台1,1113,牛崎润美(1113),9240,4998,7140,9240,5040,7,月水金,木星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,1114,戎璎花(1114),9240,10290,7140,20328,5565,4,火木土,月金,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,1118,山城高岭(1118),9240,10290,7140,20328,5565,4,月火木,日金,100.0,己方全体受到来自体术弹的伤害下降65% (1回合),"[[12, 3, 2, 1, 65, 100]]",无,[]
周擂台1,1120,玉造魅须丸(1120),9240,4998,7140,9240,5040,7,木土星,火金,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,1122,饭纲丸龙(1122),9240,10290,7140,20328,5565,4,日火水,木星,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2003,蕾米莉亚·斯卡雷特(2003),9240,10290,7140,20328,5565,4,木土星,月水,100.0,己方全体受到来自动能弹的伤害下降65% (1回合),"[[12, 5, 2, 1, 65, 100]]",无,[]
周擂台1,2005,十六夜咲夜(2005),9240,4998,7140,9240,5040,7,月火星,木金,50.0,敌方全体会心命中下降5等级 (1回合),"[[2, 6, 4, 1, 5, 50], [2, 9, 4, 1, 5, 50]]",己方全体会心攻击上升2等级 (1回合),"[[1, 8, 2, 1, 2]]"
周擂台1,2006,帕秋莉·诺蕾姬(2006),9240,4998,7140,9240,5040,7,日水金,月星,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,2007,红美铃(2007),9240,10290,7140,20328,5565,4,火木土,日水,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,2013,八云蓝(2013),9240,10290,7140,20328,5565,4,日火水,月星,100.0,己方全体受到来自能量弹的伤害下降65% (1回合),"[[12, 7, 2, 1, 65, 100]]",无,[]
周擂台1,2015,铃仙·优昙华院·因幡(2015),9240,4998,7140,9240,5040,7,月木土,火金,50.0,己方全体阳防上升5等级 (1回合),"[[1, 2, 2, 1, 5, 50]]",己方全体阴防上升2等级 (1回合),"[[1, 4, 2, 1, 2]]"
周擂台1,2016,绵月丰姬(2016),9240,4998,7140,9240,5040,7,日金星,水土,100.0,对敌方全体附加2枚结界异常「冻结」 (1回合),"[[6, 2, 4, 1, 2, 100]]",无,[]
周擂台1,2017,绵月依姬(2017),9240,10290,7140,20328,5565,4,月水土,日火,100.0,对敌方全体附加2枚结界异常「黑暗」 (1回合),"[[6, 5, 4, 1, 2, 100]]",无,[]
周擂台1,2019,蓬莱山辉夜(2019),9240,4998,7140,9240,5565,7,火木金,土星,100.0,己方全体受到来自御符弹的伤害下降65% (1回合),"[[12, 8, 2, 1, 65, 100]]",无,[]
周擂台1,2024,圣白莲(2024),9240,10290,7140,20328,5565,4,日木星,月水,100.0,己方全体受到来自光弹的伤害下降65% (1回合),"[[12, 9, 2, 1, 65, 100]]",无,[]
周擂台1,2030,琪露诺(2030),9240,4998,7140,9240,5040,7,月火金,日木,50.0,己方全体阳攻上升5等级 (1回合),"[[1, 1, 2, 1, 5, 50]]",无,[]
周擂台1,2032,爱丽丝·玛格特罗伊德(2032),9240,4998,7140,9240,5040,7,水土星,火金,100.0,对敌方全体附加2枚结界异常「燃烧」 (1回合),"[[6, 1, 4, 1, 2, 100]]",无,[]
周擂台1,2038,八坂神奈子(2038),9240,10290,7140,20328,5565,4,日木金,月星,100.0,对敌方全体附加2枚结界异常「毒雾」 (1回合),"[[6, 4, 4, 1, 2, 100]]",无,[]
周擂台1,2039,洩矢诹访子(2039),9240,4998,7140,9240,5565,7,月火土,日木,100.0,己方全体受到来自尖弹的伤害下降65% (1回合),"[[12, 10, 2, 1, 65, 100]]",无,[]
周擂台1,2040,河城荷取(2040),9240,10290,7140,20328,5565,4,日水星,金土,100.0,己方全体受到来自追踪弹的伤害下降65% (1回合),"[[12, 11, 2, 1, 65, 100]]",无,[]
