effect_id,side,kind,sub_id,value,name,description
1003042,2,4,6,-65.0,【己方侧】技巧式弱化,己方全体技巧式综合强度下降65% (永久)
1003051,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1003052,2,4,3,-65.0,【己方侧】回复式弱化,己方全体回复式综合强度下降65% (永久)
1003061,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1003062,4,1,8,20.0,【敌方侧】大家回避上升,敌方全体回避率上升20% (永久)
1003071,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1003072,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1003081,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1003082,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1003091,2,14,2,0.0,【己方侧】特性封印,己方全体特性无法发动 (永久)
1003092,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界的最大持有数减少2枚 (永久)
1003101,2,13,0,-50.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果效果/换位连携/特性的灵力上升的效果量下降50% (永久)
1003102,2,12,0,-50.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降50% (永久)
1005011,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1005012,2,10,1,-95.0,【己方侧】通常弹威力下降,己方全体通常弹的伤害下降95% (永久)
1005021,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1005022,2,10,8,-95.0,【己方侧】御符弹威力下降,己方全体御符弹的伤害下降95% (永久)
1005031,4,1,8,20.0,【敌方侧】大家回避上升,敌方全体回避率上升20% (永久)
1005032,2,10,5,-95.0,【己方侧】动能弹威力下降,己方全体动能弹的伤害下降95% (永久)
1005041,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻10%上升 (永久)
1005042,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防10%上升 (永久)
1005051,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻10%上升 (永久)
1005052,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防10%上升 (永久)
1005061,2,4,5,-65.0,【己方侧】攻击式弱化,己方全体攻击式综合强度下降65% (永久)
1005062,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式综合强度下降65% (永久)
1005071,2,4,2,-65.0,【己方侧】支援式弱化,己方全体支援式综合强度下降65% (永久)
1005072,2,4,6,-65.0,【己方侧】技巧式弱化,己方全体技巧式综合强度下降65% (永久)
1005081,2,14,2,0.0,【己方侧】特性封印,己方全体特性永久封印
1005082,2,7,8,0.0,【己方侧】星属性无法击破,己方全体不会被星属性击破 (永久)
1005091,2,3,0,-2.0,【己方侧】结界最大数減少,己方全体结界最大保有枚数减少2枚 (永久)
1005092,4,2,0,-30.0,【敌方侧】种族特攻受伤倍率轻减,敌方全体对种族特攻受伤倍率轻减下降30% (永久)
1005101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/换位连携/特性的灵力上升效果下降30% (永久)
1005102,2,12,0,-30.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降30% (永久)
1018011,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1018012,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1018021,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1018022,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1018031,4,1,5,5.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升5% (永久)
1018032,4,1,6,5.0,【敌方侧】大家阴防上升,敌方全体阴防上升5% (永久)
1018041,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1018042,4,1,4,15.0,【敌方侧】大家阳防上升,敌方全体阳防上升15% (永久)
1018051,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1018052,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1018061,4,1,8,20.0,【敌方侧】大家回避上升,敌方全体回避率上升20% (永久)
1018062,2,10,1,-95.0,【己方侧】通常弹威力下降,己方全体通常弹造成的伤害下降95% (永久)
1018071,2,4,2,-65.0,【己方侧】支援式弱化,己方全体支援式综合强度下降65% (永久)
1018072,2,4,8,-65.0,【己方侧】破坏式弱化,己方全体破坏式综合强度下降65% (永久)
1018081,2,4,4,-65.0,【己方侧】干扰式弱化,己方全体干扰式综合强度下降65% (永久)
1018082,2,4,7,-65.0,【己方侧】速攻式弱化,己方全体速攻式综合强度下降65% (永久)
1018091,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界最大持有枚数减少2枚 (永久)
1018092,4,2,0,-30.0,【敌方侧】种族特攻受伤倍率轻减,敌方全体种族特攻的受伤倍率下降30% (永久)
1018101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/换位连携/特性的灵力上升的效果量下降30% (永久)
1018102,2,12,0,-30.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降30% (永久)
1019011,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1019012,2,10,11,-95.0,【己方侧】追踪弹威力下降,己方全体追踪弹造成的伤害下降95% (永久)
1019021,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1019022,2,10,10,-95.0,【己方侧】尖头弹威力下降,己方全体尖头弹造成的伤害下降95% (永久)
1019031,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1019032,2,10,8,-95.0,【己方侧】御符弹威力下降,己方全体御符弹造成的伤害下降95% (永久)
1019041,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1019042,2,10,1,-95.0,【己方侧】通常弹威力下降,己方全体通常弹造成的伤害下降95% (永久)
1019051,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1019052,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式综合强度下降65% (永久)
1019061,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1019062,2,4,3,-65.0,【己方侧】回复式弱化,己方全体回复式综合强度下降65% (永久)
1019071,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1019072,2,4,5,-65.0,【己方侧】攻击式弱化,己方全体攻击式综合强度下降65% (永久)
1019081,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1019082,2,4,7,-65.0,【己方侧】速攻式弱化,己方全体速攻式综合强度下降65% (永久)
1019091,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界的最大持有枚数减少2枚 (永久)
1019092,4,1,8,30.0,【敌方侧】大家回避上升,敌方全体回避率上升30% (永久)
1019101,2,14,1,0.0,【己方侧】能力封印,己方全体能力不发动 (永久)
1019102,4,1,7,20.0,【敌方侧】大家命中上升,敌方全体命中率上升20% (永久)
1055011,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1055012,2,10,11,-95.0,【己方侧】追踪弹威力下降,己方全体追踪弹造成的伤害下降95% (永久)
1055021,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1055022,2,10,8,-95.0,【己方侧】御符弹威力下降,己方全体御符弹造成的伤害下降95% (永久)
1055031,4,1,5,20.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升20% (永久)
1055032,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1055041,4,1,3,20.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升20% (永久)
1055042,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1055051,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1055052,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式的综合强度下降65% (永久)
1055061,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1055062,2,4,4,-65.0,【己方侧】干扰式弱化,己方全体干扰式的综合强度下降65% (永久)
1055071,4,1,8,60.0,【敌方侧】大家回避上升,敌方全体回避率上升60% (永久)
1055072,2,4,7,-65.0,【己方侧】速攻式弱化,己方全体速攻式的综合强度下降65% (永久)
1055081,2,7,4,0.0,【己方侧】水属性无法击破,己方全体水属性无法造成击破 (永久)
1055082,2,7,5,0.0,【己方侧】木属性无法击破,己方全体木属性无法造成击破 (永久)
1055091,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界的最大持有枚数减少2枚 (永久)
1055092,4,2,0,-30.0,【敌方侧】种族特攻受伤倍率轻减,敌方全体种族特攻的受伤倍率下降30% (永久)
1055101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体的绘卷/技能/符卡效果/换位连携/特性的灵力上升的效果量下降30% (永久)
1055102,2,12,0,-30.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降30% (永久)
1057011,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1057012,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1057021,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1057022,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1057031,4,1,5,5.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升5% (永久)
1057032,4,1,6,5.0,【敌方侧】大家阴防上升,敌方全体阴防上升5% (永久)
1057041,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1057042,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1057051,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1057052,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1057061,4,1,8,20.0,【敌方侧】大家回避上升,敌方全体回避率上升20% (永久)
1057062,2,10,1,-95.0,【己方侧】通常弹威力下降,己方全体通常弹造成的伤害下降95% (永久)
1057071,2,10,8,-95.0,【己方侧】御符弹威力下降,己方全体御符弹造成的伤害下降95% (永久)
1057072,2,10,4,-95.0,【己方侧】斩击弹威力下降,己方全体斩击弹造成的伤害下降95% (永久)
1057081,2,4,2,-65.0,【己方侧】支援式弱化,己方全体支援式的综合强度下降65% (永久)
1057082,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式的综合强度下降65% (永久)
1057091,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界的最大持有枚数减少2枚 (永久)
1057092,4,2,0,-30.0,【敌方侧】种族特攻的受伤倍率轻减,敌方全体种族特攻的受伤倍率下降30% (永久)
1057101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/换位连携/特性的灵力上升效果量下降30% (永久)
1057102,2,12,0,-30.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降30% (永久)
1069011,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1069012,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1069021,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1069022,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1069031,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1069032,4,1,5,20.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升20% (永久)
1069041,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1069042,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1069051,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1069052,2,7,6,0.0,【己方侧】金属性无法击破,己方全体金属性无法造成击破 (永久)
1069061,2,10,10,-95.0,【己方侧】尖头弹威力下降,己方全体尖头弹造成的伤害下降95% (永久)
1069062,2,10,7,-95.0,【己方侧】能量弹威力下降,己方全体能量弹造成的伤害下降95% (永久)
1069071,2,4,5,-65.0,【己方侧】攻击式弱化,己方全体攻击式的综合强度下降65% (永久)
1069072,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式的综合强度下降65% (永久)
1069081,2,4,3,-65.0,【己方侧】回复式弱化,己方全体回复式的综合强度下降65% (永久)
1069082,2,4,4,-65.0,【己方侧】干扰式弱化,己方全体干扰式的综合强度下降65% (永久)
1069091,2,3,0,-2.0,【己方侧】结界最大数减少,己方全体结界最大持有枚数减少2枚 (永久)
1069092,4,2,0,-50.0,【敌方侧】种族特攻受伤倍率轻减,敌方全体的种族特攻受伤害倍率下降50% (永久)
1069101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/换位连携/特性的灵力上升的效果量下降30% (永久)
1069102,2,12,0,-50.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降50% (永久)
1075011,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1075012,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1075021,4,1,1,10.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升10% (永久)
1075022,4,1,4,5.0,【敌方侧】大家阳防上升,敌方全体阳防上升5% (永久)
1075031,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1075032,4,1,5,10.0,【敌方侧】大家阴攻上升,敌方全体阴攻上升10% (永久)
1075041,4,1,4,5.0,【敌方侧】大家阳防上升,敌方全体阳防上升5% (永久)
1075042,4,1,3,10.0,【敌方侧】大家阳攻上升,敌方全体阳攻上升10% (永久)
1075051,4,1,6,10.0,【敌方侧】大家阴防上升,敌方全体阴防上升10% (永久)
1075052,4,1,4,10.0,【敌方侧】大家阳防上升,敌方全体阳防上升10% (永久)
1075061,4,1,8,30.0,【敌方侧】大家回避上升,敌方全体回避率上升30% (永久)
1075062,2,7,4,0.0,【己方侧】水属性无法击破,己方全体无法进行水属性击破 (永久)
1075071,2,10,10,-95.0,【己方侧】尖头弹威力下降,己方全体尖头弹造成的伤害下降95% (永久)
1075072,2,10,11,-95.0,【己方侧】追踪弹威力下降,己方全体追踪弹造成的伤害下降95% (永久)
1075081,2,4,3,-65.0,【己方侧】回复式弱化,己方全体回复式综合强度下降65% (永久)
1075082,2,4,1,-65.0,【己方侧】防御式弱化,己方全体防御式综合强度下降65% (永久)
1075091,2,3,0,-2.0,【己方侧】最大结界数减少,己方全体结界的最大持有数减少2枚 (永久)
1075092,4,2,0,-30.0,【敌方侧】种族特攻的受伤倍率轻减,对敌方全体造成的种族特攻伤害倍率下降30% (永久)
1075101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/换位连携/特性的灵力上升效果量下降30% (永久)
1075102,2,12,0,-30.0,【己方侧】灵力回收效率下降,己方全体灵力回收效率下降30% (永久)
1084011,4,1,1,8.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升8% (永久)
1084012,2,10,1,-95.0,【己方侧】通常弹威力下降,己方全体通常弹造成的伤害下降95% (永久)
1084021,4,1,6,5.0,【敌方侧】大家阴防上升,敌方全体阴防上升5% (永久)
1084022,2,10,3,-95.0,【己方侧】体术弹威力下降,己方全体体术弹造成的伤害下降95% (永久)
1084031,4,1,1,8.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升8% (永久)
1084032,2,10,5,-95.0,【己方侧】动能弹威力下降,己方全体动能弹造成的伤害下降95% (永久)
1084041,4,1,4,15.0,【敌方侧】大家阳防上升,敌方全体阳防上升15% (永久)
1084042,2,10,6,-95.0,【己方侧】流体弹威力下降,己方全体流体弹造成的伤害下降95% (永久)
1084051,4,1,1,8.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升8% (永久)
1084052,2,10,8,-95.0,【己方侧】御符弹威力下降,己方全体御符弹造成的伤害下降95% (永久)
1084061,4,1,6,5.0,【敌方侧】大家阴防上升,敌方全体阴防上升5% (永久)
1084062,2,10,9,-95.0,【己方侧】光弹威力下降,己方全体光弹造成的伤害下降95% (永久)
1084071,2,4,3,-35.0,【己方侧】回复式弱化,己方全体回复式的综合强度下降35% (永久)
1084072,4,1,4,15.0,【敌方侧】大家阳防上升,敌方全体阳防上升15% (永久)
1084081,2,4,2,-35.0,【己方侧】支援式弱化,己方全体支援式的综合强度下降35% (永久)
1084082,4,1,6,5.0,【敌方侧】大家阴防上升,敌方全体阴防上升5% (永久)
1084091,2,4,7,-35.0,【己方侧】速攻式弱化,己方全体速攻式的综合强度下降35% (永久)
1084092,4,1,1,8.0,【敌方侧】大家最大体力上升,敌方全体最大体力上升8% (永久)
1084101,2,13,0,-30.0,【己方侧】灵力上升效果下降,己方全体绘卷/技能/符卡效果/交换连携/特性的灵力上升效果量下降30% (永久)
